model,model_bytes,model_mib,conversion_seconds,mean_latency_ms,mean_fps,mean_peak_rss_mib,mean_after_init_rss_mib,map_50_95,map_50,map_75,mar_100,accuracy_images,sha256,size_vs_fp16_pct,ap_change_vs_fp16,fps_change_vs_fp16_pct
FP16,9831945,9.376473426818848,24.583588361740112,43.94668266666667,22.75581818103154,222.03255208333334,69.50520833333333,0.39989975298358577,0.5559250944419264,0.4332604626524176,0.546355548542642,1000,bf940f577316f18d092af24d05aa5306950ba8e15d6a3e44d1d7e39290e520c1,100.0,0.0,0.0
INT8,7262475,6.9260358810424805,57.371909379959106,21.60904138933333,46.35877960517647,202.01822916666666,71.47005208333333,0.39174443278579446,0.5466462139610638,0.4224995500031089,0.5329041381209059,1000,fcddcd340ede2a4dec5ef81f8cf3a0f664c698f0a92e3c6081ae01a8383ee379,73.86610685881583,-0.008155320197791305,103.72275449018811
W4A16,4602313,4.389107704162598,641.1138482093811,57.925405395333335,17.298061562045216,219.26692708333334,59.65625,0.35832820273070715,0.5167173343347601,0.37931413011990456,0.5218685923779223,1000,250f6b5436fda2d82993c439a6ded9cceaca8deeafb8a1854fd6ad1bd5caf8c3,46.80979195876299,-0.04157155025287862,-23.9840052138214
